AnnualIncome,HouseholdSize,YrsEdAfterHS,HrWkTV,AnnualCharges
47,7,4,26,3820.66
47,4,3,32,3143.59
57.2,7,5,41,2894.55
90.1,6,1,1,8579.45
88.8,1,0,37,13095.52
36.5,5,3,42,4915.39
66.2,3,3,11,11941.59
83.3,8,3,29,24281.6
51.8,3,1,54,18503.08
48.4,7,2,15,7325.74
66.5,8,5,44,16717.93
53.5,3,5,4,13591.86
52.5,3,4,53,7048.59
103.3,2,3,37,10048.77
38.8,6,2,44,10970.38
54.9,3,0,7,3497.15
59.5,4,2,26,9261.07
79.6,3,2,32,4605.77
42.1,5,1,13,4945.14
24.6,4,2,41,0
49.9,8,1,7,7788.31
53.6,7,5,10,5635.95
73.5,2,2,11,859.3
84.4,7,2,37,18149.15
101.1,2,0,15,16446.92
80.2,4,3,20,13365.81
106.5,5,0,19,11342.77
36.8,2,4,23,3707.82
63.8,2,4,3,12611.53
76.5,5,4,50,7270.69
37.5,6,5,37,2852.21
46.7,4,5,4,0
32.1,5,3,10,3604.42
36.8,8,1,28,13728.91
130.5,7,0,55,15729.42
82.6,5,1,13,20661.66
84.6,8,0,25,22190.82
59.3,8,1,30,15704.22
27.7,7,1,52,11654.06
48.7,4,1,41,15224.58
96.4,2,0,38,6293.43
65.4,5,2,55,10204.43
42.4,3,3,45,15077.73
65,3,4,27,5095.35
12.6,7,2,13,10820.41
79.1,8,4,43,5253.38
52.1,3,3,3,11245.44
41.8,5,2,40,7160.74
79.2,5,1,28,18334.48
86.3,4,4,52,3362.6
113.7,1,3,44,15332.74
69.5,6,4,60,13405.05
116.6,7,3,20,17834.98
44.1,3,4,14,4495.21
22.9,4,0,32,11984.05
49.7,5,2,21,10549.84
63.5,6,5,56,12965.8
103.7,5,5,28,20597.35
121.7,8,3,45,12715.97
122.6,6,1,30,22065.01
49.6,5,1,24,13294.62
101,5,1,39,6455.74
85.7,2,4,3,3595.88
52,4,3,27,18439.12
41.6,2,3,28,7005.46
68.2,8,0,59,13287.86
58,6,4,11,4471.84
102,4,4,18,14019.21
30.5,5,4,57,11736.73
39.8,5,1,8,0
44.1,3,2,13,5553.72
41.7,5,3,45,14046.63
33,6,3,26,9610.38
54.3,5,4,20,7448.74
97.6,7,5,26,10666.04
69.6,6,0,33,21511.59
112.2,5,0,60,17662.52
25.3,2,3,20,4893.93
65,4,4,10,4992.84
31.5,4,1,9,10294.88
53,8,2,33,14104.65
56,1,3,44,10963.34
114.3,3,2,52,22435.32
47,5,0,29,4080.17
58,4,3,11,16105.75
45.7,3,5,10,11106.02
127.7,5,2,30,26551.4
44.7,6,3,12,8712.16
90.5,7,4,49,15264.48
57.1,6,3,12,18414.56
101.1,5,1,6,6489.56
47,7,2,11,7499.87
68,5,5,14,8605.59
120.4,7,2,27,15188.92
116.3,4,0,46,28854.32
17.3,5,3,17,0
100.6,3,2,14,17999.21
51.7,6,0,2,13935.26
80.1,1,4,28,14935.28
92,1,5,44,8575.9
107.9,6,2,24,19557.03
121.3,3,3,56,13087.56
77.7,5,3,24,8303.52
47.7,8,4,12,9007.92
73.6,2,3,42,16837.29
95.9,6,4,44,10431.54
92.5,7,3,34,17886.1
55.6,3,1,30,7631.81
60.6,3,1,59,7019.67
29.8,7,2,2,0
21,5,2,15,9081.77
85,7,5,10,18021.85
45.9,5,1,51,12345.67
66.8,6,3,42,12760.9
45,5,4,47,701.27
88.1,6,2,12,13591.12
97,4,1,53,11739.43
120.9,5,3,36,23240.64
69,6,2,6,6096.7
17.8,4,0,23,7921.76
36,3,0,51,10393.5
118.4,7,1,15,26186.57
101.7,4,2,8,12659.5
85.5,5,3,7,17089.7
49.5,3,4,35,912.29
113.5,8,4,59,24179.13
34.2,3,4,25,583.08
25.9,8,3,23,10569.61
68.5,7,4,55,14310.08
38.9,5,3,16,3266.48
45.2,1,2,18,11972.41
85.1,7,3,25,7110.22
68.9,7,4,20,7611.83
27.3,2,2,7,11191.59
45.1,3,3,20,0
37.2,5,1,14,0
28.7,8,1,16,11347.71
54.3,7,5,44,12986.63
96.9,5,1,26,11948.69
38.6,4,2,51,7.84
58.3,7,3,19,9256.83
67.3,4,3,14,7021.12
65.9,5,5,53,21531.96
42.1,5,2,35,6160.53
97.9,5,4,32,7846.82
42.4,4,4,33,4365.59
61.2,2,5,55,7579.59
55.3,4,2,14,8719.84
54.9,7,2,4,16411.83
84.6,1,2,4,10073.21
29.3,2,3,24,12700.69
76,8,2,10,15052.18
75.5,6,2,19,19397.36
59.1,3,1,22,6384.92
36.6,3,0,22,4966.97
82.9,4,2,50,17157.93
75.6,3,3,34,5840.68
14.2,3,4,25,8698.84
94.3,5,0,58,19649.99
81.3,7,3,1,12761.51
36.7,2,1,40,8460.16
79.8,6,1,24,13073.32
56.5,2,1,1,4062.43
82,6,2,22,9122.93
48.7,7,4,35,17139.65
81.1,4,4,22,12588.91
40.4,3,2,51,6027.62
54.1,7,5,21,5463.31
14.9,5,1,43,0
22.9,3,1,4,7516.51
19.7,5,5,14,3438.1
45.9,3,4,20,3518.68
65.3,1,1,47,13359.97
79.1,2,0,48,15681.25
42,3,4,49,4493.89
96.1,4,1,29,17877.38
92.4,3,1,31,16918.12
46.2,5,4,31,4733.04
49.8,3,0,21,13819.34
93.1,5,4,30,21797.42
49.3,5,2,15,5604.44
109,6,2,59,13206.5
98.4,5,2,47,13352.53
44.5,3,3,12,5942.06
21.4,1,2,5,1515.83
55.3,5,4,4,13550.65
54.7,1,4,11,8499.85
20.5,5,4,14,4844.98
50.7,8,4,29,8622.3
46.8,7,1,47,2541.4
106.5,7,2,5,18824.95
51.9,4,3,5,3797.82
100.8,3,4,50,20779.59
43.4,4,3,43,5145.56
26,5,3,15,0
29.9,6,1,28,13035.72
87,7,0,14,13464.78
48.9,4,3,31,2271
90,4,3,9,22204.45
47.1,1,2,4,2180.44
89.9,6,3,16,18924.61
50.3,7,3,51,6882.36
69.6,4,4,18,5664.3
28.6,7,4,1,10186.61
49.5,4,4,14,12520.16
31.3,2,1,44,9931.7
39.8,5,1,39,9280.05
58.8,7,4,8,3048.14
103.4,3,3,20,18946.46
110.6,6,5,29,17208.07
53.2,5,4,47,13043.24
66.7,7,3,39,8630.79
63.6,6,2,29,6151.42
105.7,3,4,20,22969.7
47.1,6,2,31,8046.89
82.9,6,0,48,19724.06
58.2,7,5,41,5229.71
48.6,5,0,49,2239.31
90.1,8,3,18,20354.18
42.1,1,4,31,2089.4
23.3,1,2,1,1053.16
25.5,3,0,41,419.72
65.1,4,4,29,12269.6
46.1,2,4,27,6200.35
61.6,3,1,1,15143.75
90.3,2,3,30,6588.56
62.8,2,2,51,9704.73
121.3,3,1,21,10065.81
46,2,4,39,9121.16
25.1,7,2,6,9071.58
80.5,4,2,56,15243.68
25.2,1,5,22,0
55.7,4,4,59,19979.19
60.5,1,4,37,11140.23
112,1,1,18,24174.34
41.6,4,1,31,3285.3
77.7,4,5,11,6513.52
72.4,3,4,20,18109.45
52.6,2,4,16,0
91.2,2,2,33,12501.16
38.7,4,4,58,3344.68
115.1,1,0,31,17009.18
124.9,6,4,10,23720.77
53.2,4,2,33,0
96,5,1,10,16125.94
81.4,1,0,5,5590.32
95.2,3,5,9,9047.35
119.1,4,3,19,9187.42
45.3,3,4,12,2415.89
111.4,1,1,36,14004.56
79.7,5,4,10,4108.36
46.5,5,5,51,12991.75
23.5,2,3,14,2909.68
19.7,3,4,45,8619.87
30.6,8,3,58,4535.05
79,6,1,0,15216.51
40.2,2,1,38,1007.83
90,4,4,55,16717.84
102.8,2,2,29,14154.35
28.6,6,3,48,5567.03
73.5,4,4,5,16072.12
72.2,8,5,57,14369.49
41.1,1,0,54,7295.49
36,6,2,41,16488.61
25.1,5,3,12,0
42.7,7,2,9,3686.67
27,6,3,22,3404.16
60.7,7,2,54,15700.42
95,6,1,27,23628.4
46.5,1,1,20,5126.62
77.7,6,4,22,2256.9
24.1,6,1,32,5586.6
85.2,3,1,57,8686.68
96.4,3,2,39,10138.61
35,4,2,45,9593.84
114.6,6,4,17,12200.86
55.5,7,0,46,8037.09
77.3,2,3,57,18188.2
54.1,3,2,2,6489.42
81.6,5,4,4,15131.91
109.9,7,2,37,14617.73
46.9,4,4,10,2530.86
70.9,3,3,18,4741.8
36.2,2,4,46,8816.02
70.3,3,1,34,10216.1
45,1,2,21,0
35.3,6,4,50,13210.79
29.9,3,1,33,0
53.7,2,4,13,6745.83
100.7,3,4,57,4286.57
57.1,7,2,48,10221.33
57.4,8,0,47,11157.7
71.8,2,3,53,16404.03
52.6,3,3,27,7467.19
49.9,6,0,7,13427.66
102.5,4,1,59,10105.67
65.7,5,4,54,6912.36
75.5,3,4,56,10095.18
84.7,3,3,2,21451.88
53.1,8,1,4,16543.57
40.1,2,4,46,9258.48
124.7,4,3,34,12548.33
31.9,5,1,41,11688.84
65,2,4,4,11920.01
106.3,6,4,37,12156.38
21.9,7,1,9,3311.37
102.4,4,1,4,15020.72
93.6,4,3,41,7726.96
62.4,6,3,16,6603.14
46.6,1,1,27,8875.96
33.6,6,2,49,7629.31
15.3,7,4,26,3832
62.3,5,1,3,18774.95
86,6,5,40,6760.03
111.7,3,1,18,19073.81
71.7,4,2,42,20795.71
98.8,3,3,17,21469.09
94.7,1,2,13,7101.04
32.5,5,4,14,3050.51
88.5,8,2,19,13201.27
78.1,7,1,9,22052.64
24.4,5,4,52,9333.2
60.2,5,2,18,1669.92
106.4,3,2,31,10994.51
45.1,2,4,4,3136.05
89.7,3,1,56,12162.03
111.8,2,0,30,16455.55
52.1,7,2,12,2976.21
51.4,4,3,23,5429.4
59.3,6,5,20,11254.41
12.9,8,0,20,8058.11
49.1,3,3,41,4228.77
43.1,4,2,50,6598.41
31.6,6,4,39,14526.79
103.5,3,4,30,12393.05
103.7,3,3,45,9601.69
114.8,5,4,22,22156.05
73.2,6,0,57,16404.83
114.4,5,2,40,18264.28
61.1,3,5,37,12827.12
53,8,1,33,17225.13
63.9,5,4,59,8338.18
86.8,6,5,51,13626.27
57.2,5,4,0,0
48.7,4,3,39,1567.82
39,2,3,49,3383.34
22.3,6,5,41,6608.79
55.6,4,3,27,1860.83
99.5,3,1,53,24115.1
104.8,7,4,7,16989.81
53.9,4,3,0,14871.69
77.4,7,3,1,19165.9
31.5,7,2,39,1085.73
96.3,2,1,0,13849.26
40.1,4,1,52,6927.66
54.7,4,0,34,13606.84
86.9,4,1,8,23189.3
29.6,3,0,48,0
47.2,2,1,40,12153.05
86.4,3,1,29,10698.05
57.2,5,4,55,13065.59
34.2,6,4,51,13328.23
74.3,7,3,48,16425.33
50,3,3,7,6565.24
45.2,4,4,41,7646.61
40.9,5,2,41,8732.62
69.1,5,1,45,12671.86
41.5,3,1,44,4410.77
44.2,5,2,11,7461.3
98.7,5,2,32,18824.46
46.7,2,3,15,0
84.2,6,3,48,22122.63
78.5,7,3,7,13672.06
40.5,6,4,56,10969.59
80.8,8,4,34,8095.4
75,7,3,46,14286.11
47.6,4,3,53,12195.66
81.7,4,1,18,12544.8
39.8,3,1,34,12285.54
54.1,6,1,16,10819.24
73.6,1,1,22,17829.88
65.3,8,2,35,9304.41
28,7,2,14,10367.55
104.6,2,1,49,16306.22
86.3,2,1,42,13881.2
111,3,2,59,8931.78
41.9,6,4,11,3781.96
103.2,5,1,6,21067.16
56.6,6,4,36,17175.58
71.6,3,4,14,0
39.1,3,3,42,5210.7
95.6,7,4,33,19540.7
75.3,4,2,15,14389.5
55.6,3,5,4,0
31.8,7,0,56,17487.47
23.7,4,3,32,0
39.9,3,0,41,18083.04
113.7,8,4,46,20221.68
49.5,4,3,4,3370.23
103.9,7,4,19,21751.46
34.2,8,5,54,13169.07
49.1,1,3,40,16038.78
50,7,4,29,13161.97
74.5,5,5,43,2382.06
16.6,1,1,56,926.24
87.7,5,5,40,18791.56
97,4,4,56,13678.17
59.5,7,0,46,6341.07
87.5,3,4,15,10935.67
74.2,6,3,9,18989.73
58.5,1,0,35,14817.08
62.6,8,3,24,20219.2
72.3,2,2,4,18714.26
96.7,5,2,35,9813.55
90.8,3,1,15,8606.58
43.5,3,1,4,9465.57
63.4,4,4,22,3164.25
116.1,6,4,16,22770.81
101.8,5,4,20,21606.47
83.2,3,4,54,12152.19
99.8,6,3,33,14993.67
107,7,1,3,21328.79
28.1,4,2,23,15682.7
46.6,6,2,12,7694.99
44.7,6,1,33,10311.96
54.5,5,2,56,7847.03
120.9,3,3,4,13909.3
103.7,1,1,30,4335.69
82.4,5,3,47,15291.28
52.9,7,5,19,5512.98
52.8,4,5,39,13745.09
97.7,4,2,21,10985.5
46.3,7,2,6,3079.88
104.7,6,3,6,17010.2
28.7,2,2,34,14961.36
105.1,5,1,47,24621.04
93,3,4,21,17406.37
41.5,5,0,28,8678.07
62.8,4,2,4,2505.66
105.3,2,5,36,9958.45
112.4,7,1,59,17718.25
45.8,6,5,20,6284.61
118.4,3,1,18,11797.76
104,4,3,24,15199.39
16.9,7,0,27,10994.99
58.2,2,1,37,13165.14
111.9,7,2,60,22359.83
94.8,8,2,47,24414.16
101,6,2,2,10000.85
49.7,7,4,52,6892.71
43.5,3,4,29,0
72.7,4,5,17,9767.92
60.7,5,3,49,14103.92
92.8,3,3,19,6643.87
48,4,3,7,7692.38
69.1,5,2,31,21546.96
75.1,6,4,20,15734.14
96.9,6,0,22,23562.12
30.6,5,2,60,4196.27
34.9,8,5,27,10165.32
94.9,4,1,55,19859.97
55.2,4,0,45,4453.58
31.9,5,2,36,2910.26
30.5,3,2,33,13310.76
34.8,4,3,58,5499.62
53.5,5,1,32,4745.5
36.9,6,3,27,1877.12
50.8,2,3,11,17065.73
76.3,2,1,25,16553.04
40.4,5,3,6,8025.68
74.3,5,1,50,18414.78
20.5,4,1,10,10346.04
99.3,3,1,59,20456.67
86.5,6,4,52,15383.9
36.9,3,0,53,4980.79
123.4,5,4,28,17789.28
81.6,6,4,7,10044.63
110.5,7,1,16,21950.5
82.3,3,0,10,7396.99
107.4,5,4,41,17030.57
29.3,4,3,49,7652.65
49.7,2,0,23,12276.91
64.3,7,5,37,1778.05
107.6,5,0,44,14279.35
74.5,5,1,20,11440.62
89.8,2,3,31,16290.58
106.9,7,2,13,12735.55
37.4,4,0,33,13551.21
91.9,7,2,50,15217.51
74.4,3,2,28,6328.97
73,2,1,34,13628.34
45.1,5,2,10,7415.37
60.9,7,2,25,6707.32
71,6,3,47,9975.72
94.6,6,1,32,10233.82
29.8,1,3,40,12857.95
31.3,1,4,55,0
57.6,4,2,16,17175.19
25.7,6,2,58,8489.11
34.7,3,5,46,195.97
124.3,1,5,30,14088.41
50.3,6,3,50,9636.2
93.1,2,5,58,11245.37
61.4,2,1,46,17991.58
31.4,7,3,10,1923.8
70.2,4,5,42,9749.62
57.7,2,3,32,195.54
70,2,1,58,8261.95
89.8,6,5,23,19846.82
51.1,1,0,8,5284.84
91.9,4,5,3,7548.98
56.5,6,1,27,16063.48
72,6,0,53,12128.55
73.2,8,5,28,10534.28
30.2,7,4,51,7745.19
79.6,7,3,42,13185.92
76.3,4,2,29,8792.54
115.4,7,2,5,16301.13
55.5,7,3,11,16529
123.1,2,3,20,18761.71
87.2,3,4,46,19934.25
50.6,5,4,53,16914.91
101.1,8,4,5,19363.62
44.1,3,3,44,6119.88
48,7,0,26,9121.98
36.1,3,3,57,7511.94
83.1,1,1,33,17850.89
82.5,4,2,29,9443.69
90.1,6,0,57,17981.37
59.1,5,2,37,15172.95
77,2,4,38,7306.96
33.3,6,2,35,5854.75
38.9,7,1,2,15971.85
45,6,4,17,12409.59
56,7,4,37,5764.85
22.6,4,3,4,425.52
92.6,7,3,29,8291.85
100.9,7,2,19,15477.28
67.4,4,2,54,16380.11
94.6,4,1,46,16688.03
52.1,5,3,4,4088.35
47,3,4,34,7813.82
87.9,5,0,45,15920.91
17.5,1,3,57,7551.87
59.3,2,4,52,4979.07
65.2,3,0,24,4379.74
52.5,1,2,35,0
32.9,3,2,3,13529.27
76.4,4,1,25,15282.11
44.2,4,4,49,5031.26
95.4,1,1,33,21602.24
84.9,6,2,31,7787.36
114.4,3,3,24,11371.96
84.5,4,5,32,4414.5
31.7,5,5,29,10254.98
100,4,5,51,11496.7
126.1,5,1,31,17490.97
23.3,2,4,43,3763.28
52.8,7,0,34,10515.1
34.2,5,4,29,4835.39
95.7,5,3,3,8695.37
54.2,3,1,2,6714.87
89,2,1,11,7821.4
53.6,2,2,29,17689.36
66.8,3,2,45,13275
30.5,7,0,28,3155.65
38.2,5,2,36,14207.69
101.7,2,4,1,12774.96
121.1,4,2,12,16743.8
46.5,5,4,25,5001.26
72.3,2,1,8,11223.88
99.8,1,2,54,10852.77
85.4,8,2,54,15384.81
77.9,4,2,2,17447.33
56.3,3,3,28,10125.23
76.6,2,1,41,12300.63
73.8,7,4,26,15746.5
63.5,8,3,15,9591.24
115.4,6,3,16,26795
102.4,5,2,30,9006.56
59.5,4,5,53,0
109.7,3,1,15,15698.77
64.6,5,0,17,9011.64
63.2,5,1,28,8481.73
42.6,7,5,11,3226.22
99.1,6,2,2,14067.69
123.9,2,4,44,9934.67
98,5,3,7,9274.38
81.8,1,3,35,977.22
82.6,7,1,14,18060.38
82.4,7,4,10,16178.82
93.5,1,0,11,17876
102.1,6,2,57,18985.3
91.3,3,4,42,17321.88
37.7,6,5,35,8957.95
12.2,1,2,35,4881.35
87.2,2,1,26,18566.68
53.7,8,1,35,14305.19
115.1,4,5,10,11195.5
70.9,8,4,13,19368.86
44.1,5,4,35,5351.17
118.3,7,4,24,16332.11
91.4,3,5,37,12226.28
46.9,8,3,9,11288.65
60,5,1,50,19014.89
48.4,2,4,32,2432.36
109.7,5,3,0,9695.48
83.5,6,3,21,9203.88
53.6,5,2,6,6345.54
61.3,6,1,22,7599.49
66.3,4,2,34,5911.94
49.4,5,2,40,5570.85
96.9,6,0,39,26978.31
65.5,6,3,5,18613.93
84.9,6,5,13,19962.02
84.8,7,3,53,13415.43
84.6,5,5,2,17180.18
82,7,2,21,5239.74
31.7,6,3,4,6299.81
91.8,7,4,40,22235.15
93.1,4,3,46,20464.42
100.2,6,1,42,20409.07
89.7,5,1,15,11494.13
91.7,6,3,41,11223.06
119.1,2,0,41,10918.13
87,5,1,58,16883.93
102.2,4,2,18,10733.43
54.9,6,1,29,11087.98
68.8,5,2,1,11590.11
38.5,3,5,12,7286.11
46.6,3,2,50,6332.66
47.7,7,1,11,6298.36
37.2,1,2,23,8986.55
79.5,4,4,37,17713.96
86,2,2,17,7099.97
64.4,5,1,35,12272.79
77.4,5,0,6,4893.26
108,7,4,29,14157.68
87.7,7,2,37,19761.8
84,2,4,52,9475.92
51.5,5,1,53,14653.93
68.5,1,2,13,8610.55
13.2,4,3,29,8042.85
129.2,2,0,53,18752.82
78,4,3,30,6734.21
27.2,7,3,0,17045.36
39.4,6,3,10,351.38
27.3,3,3,54,16195.49
23.8,5,2,14,3452.38
68.3,3,1,2,7474.04
90.4,2,4,48,12037.04
83.4,4,2,36,14600.89
76.1,7,4,17,11532.18
53.9,1,4,24,11594.01
64.7,5,5,47,4961.96
119.6,5,3,21,16698.83
44.3,2,4,54,4075.88
53.4,4,4,11,13962.85
54.8,3,5,53,5169.47
120.8,2,3,7,26745.59
119.4,7,1,51,21540.35
52.5,6,5,45,4517.02
69,7,3,54,8236.61
82.9,5,0,26,9947.63
83.6,7,3,20,14473.87
42.9,6,5,6,15580.3
50.1,4,1,24,7715.9
107.3,1,4,53,12514.66
79.8,7,1,3,14708.26
97,1,4,59,10403.48
102.6,5,2,5,16984.33
66.6,7,1,10,12825.13
58.6,7,3,56,8534.19
45,2,1,10,2130.08
110.9,5,4,5,23150.14
38.6,4,4,8,9508.57
117.5,2,1,4,12416.73
22.8,1,0,50,10327.04
101.1,6,5,40,18351.24
118.3,5,4,52,13587.69
24.6,1,4,53,0
70.7,4,1,52,6446.98
87.5,8,3,38,15958.93
41.6,3,4,40,1885.74
91.5,7,2,5,11813.35
48.9,2,3,1,5157.84
84,5,2,45,16276.61
68.1,5,0,38,4813.21
73.2,8,0,20,11851.2
65.5,7,5,39,15563.56
57.3,8,1,25,16560.77
48.8,6,4,18,13807.02
73.9,5,1,23,10304.16
111.5,6,0,31,11540.39
51,7,1,43,5539.93
36.3,6,2,24,12527.32
21.6,8,4,34,0
51,2,2,22,8165.26
90.7,7,1,21,10499.87
38,8,3,60,14689.84
47.3,3,4,51,10425.58
78.9,5,2,53,16934.77
62.7,6,0,5,13657.22
45.1,2,4,32,5732.33
27.6,2,0,29,9769.26
89.4,7,3,20,4580.37
83,4,1,23,3979.6
96.5,5,3,60,6494.89
43.5,2,1,3,2779.14
112.7,8,4,3,16228.76
12.4,2,1,5,4826.05
52.4,2,1,5,11135.41
72.9,2,2,3,16310.39
33.2,4,2,42,12457.71
46.5,4,4,30,12782.16
87.7,1,5,35,7734.1
84.8,6,2,27,8853.9
25.1,5,4,42,326.31
86.6,7,5,43,7747.05
75.8,4,4,22,16260.19
107.3,4,2,15,19173.18
61.6,1,2,54,8419.19
20.1,4,0,2,1677.35
55.9,8,2,35,15103.16
31,5,5,50,8956.21
28.2,7,3,10,4732.62
101.2,6,1,2,13624.88
58.3,5,3,51,6284.91
89.8,6,2,48,12784.34
130.9,7,0,21,31018.33
67.2,5,4,46,14445.61
113.1,2,3,50,19673.96
22.6,3,3,59,0
70.4,6,2,50,4712.83
113.4,2,2,56,19104.03
66.1,7,4,41,4943.28
56.2,6,2,54,7961.81
107.9,3,5,53,9810.61
46.6,8,2,44,16477.68
47.2,4,2,55,9794.71
87.9,6,5,50,20362.38
106.6,6,5,46,18006.57
33.5,3,3,29,12133.79
39.2,5,2,51,4249.61
89.2,3,2,11,10895.39
88.5,1,2,1,13357.76
94.2,2,1,60,11639.91
35.7,4,1,9,4617.55
9.3,7,3,54,832.47
73,7,1,6,15909.56
40.1,6,1,42,9836.19
54.2,8,1,60,22409.92
76.5,2,2,2,9231.25
122.3,6,4,8,19397.52
120.4,5,4,55,22393.84
53.8,5,3,26,5740.79
97.2,8,0,24,17456.64
108.1,5,5,48,16477.62
101.6,4,4,59,22290.69
111.4,2,3,18,13158.17
93.1,6,5,15,18067.06
97.4,4,3,29,11633.54
27.7,4,1,47,4794.86
26.7,4,1,22,10776.61
94.4,6,0,0,14618.07
36.8,7,5,60,14573.93
78.7,3,1,58,4590.22
86.5,6,1,50,21631.07
84.8,4,4,33,9209.59
108.7,4,2,50,23050.39
52.7,3,1,22,2812.26
87.8,5,3,26,6944.45
21.9,6,1,4,3088.95
82.8,3,3,43,7698.78
45.3,2,4,24,6476.47
53.9,4,4,50,7928.33
43.2,2,2,42,7943.82
98.1,4,1,16,8154.11
85,2,2,50,8117.65
20.4,7,3,14,10904.23
50.8,3,2,57,9786.36
99.8,5,2,2,24230.35
46.4,4,3,25,5358.02
61.3,1,4,46,8713.96
117.3,4,1,47,15702.88
96.9,5,1,0,16307.92
111.1,7,1,42,18087.6
47.1,7,4,33,2753.69
32.6,4,1,34,12886.88
87.7,1,3,30,19184.84
113.1,8,3,54,12271.26
53.2,4,3,22,5085.03
46.3,7,3,12,8391.29
24.2,7,3,6,12340.84
112.4,7,4,14,13117.22
59.1,1,3,7,6896.44
66,6,5,37,10142.12
76.2,5,4,12,9839.29
70.3,4,2,44,6578.83
48,2,4,19,13736.92
71.3,2,2,60,11689.08
51.8,5,3,14,6471.43
44,3,2,16,10669.95
86,8,4,7,14538.08
47.3,4,1,22,14666.18
33.8,2,2,8,5961.24
48.1,4,4,37,2956.25
32.2,8,4,13,2427.89
73.6,6,1,42,18587.97
58.9,3,1,35,9325.86
36.4,7,1,59,14697.55
69.6,2,3,53,2901.04
79.6,7,1,20,16675.76
76.2,1,1,33,14039.58
94.5,6,2,59,24237.85
74,7,2,10,13850.49
50,6,1,20,8012.95
30.3,8,4,6,4877.36
56.6,5,5,7,14458.72
82.4,7,4,5,9839.73
63.5,5,2,35,12832.62
91.8,4,2,55,16329.15
97.8,5,3,37,7233.01
42.1,2,0,12,10593.87
60.7,8,1,12,15356.67
68.5,6,4,60,21460.86
91.2,4,4,5,7917.95
22,4,3,60,13867.88
44.3,2,1,16,0
48.1,5,5,44,12784.9
50.8,6,5,53,11418.67
63.5,2,4,47,11564.84
42,1,3,2,7125.35
58.9,2,3,2,10972.75
50.4,7,2,26,13552.47
89.2,7,2,39,18739.6
91.3,3,1,10,19237.52
92.2,5,2,57,8998.88
86.8,7,3,38,15514.18
59.9,6,3,2,13950.59
63.2,7,1,43,20487.74
81.2,4,1,0,10497.13
31.6,4,1,29,9950.61
35.6,2,5,28,0
68.1,2,2,32,13559.22
60.1,2,0,54,16120.13
86.2,4,3,15,6757.52
92.1,4,0,34,22569.14
76.2,4,3,11,14328.98
105.5,6,1,54,13749.35
64.9,7,2,10,14481.57
26.5,6,1,21,14721.93
124.5,4,3,36,17782.13
57,2,4,25,7797.32
38.8,2,4,24,8093.67
90.7,3,2,1,15975.47
41.3,7,1,51,10620.22
41.1,4,4,31,6654.59
57.5,6,5,4,12225.27
58.2,5,5,53,9869.85
60.4,5,4,2,11536.89
110.1,7,2,55,26738.32
90,5,2,50,15327.88
85.6,2,2,33,11036.1
36.2,3,4,28,890
55.6,5,4,6,7757.26
41.3,7,5,23,6081.06
56.2,3,3,27,16360.75
58.6,5,3,10,7280.8
77.9,5,5,6,17048.4
33,8,1,18,13798.89
99.9,7,2,22,17945.92
47.5,5,5,15,11254.86
41.5,7,4,54,2726.85
41.6,2,0,25,15165.56
52.8,6,4,19,7345.93
105.8,6,1,8,20249.15
124.2,2,4,25,17007.22
70.4,5,4,46,7874.31
53.3,6,2,28,13601.41
33.5,7,1,59,11852.68
115,2,0,14,17213.42
102.6,2,1,3,17262.72
85.2,5,3,45,16290.32
74.3,5,2,41,17942.84
51.9,7,4,5,17095.11
44.1,3,4,26,16607.23
79.8,4,2,19,6948.02
90.9,7,1,3,13765.62
44.2,8,4,35,8128.29
82.6,4,1,15,11293.14
59.1,7,4,38,2204.58
27.8,2,4,31,0
123.1,5,3,8,24268.75
111.2,2,4,20,21621.73
108.8,1,1,31,21103.18
43.4,4,1,31,14830.11
77.6,1,0,55,8963.49
91,6,3,25,22241.02
54.5,3,3,51,1775.8
105.6,5,5,40,10192.43
48.5,6,4,40,14925.11
76.7,5,3,18,9417.57
18.7,1,1,7,11191.31
16.5,1,1,7,782.53
83.1,6,4,9,18329.57
78,3,4,30,3309.32
48,8,4,26,14158.53
112.4,1,2,43,15463.79
58.1,5,3,31,6466.47
103.7,7,4,34,12619.58
41.5,4,1,51,3234.81
100.4,7,2,14,16598.2
65.1,2,1,19,15677.64
57.6,3,3,51,15870.67
26.9,5,1,37,3985.87
63.4,3,3,48,13740.59
64.5,7,4,21,7091.26
124,7,0,21,11254.78
109.3,7,1,10,21687.83
58.3,3,1,33,19796.96
66.8,6,1,4,17673.82
24.6,7,4,6,9485.77
98.6,5,3,17,17465.19
96.1,6,4,24,15124.42
49.3,2,1,39,4673.64
13.5,5,1,51,10193.54
49.1,7,1,32,7411.72
91.9,6,4,13,18378.42
78.4,7,5,39,4337.67
58.9,4,5,44,16636.88
88.5,6,1,7,19692.81
55.2,3,1,50,10590.24
98.6,8,0,6,24970.86
116.2,8,5,52,14742.69
48,3,0,42,15698.54
101.1,5,4,8,8005.74
84.9,7,2,58,19556.16
64.9,7,2,6,11266.13
35.6,4,1,44,5450.02
51.3,8,0,29,19720.65
33.5,5,2,55,12185.92
52.7,1,4,19,3093.16
124.5,3,0,5,18533.05
15.2,4,4,21,11971.2
15,6,3,8,5559.11
44.7,3,4,60,13541.22
13.3,2,2,2,1424.32
97.8,5,0,44,23482.16
84.8,4,5,17,12684.24
50.8,3,1,26,4640.38
28.2,8,1,44,7409.5
